pf_n;pf_p;s_n;s_p;m_n;m_p
0.79;0.291;-450;662;0.726;3.05
0.815;0.227;-441;662;0.674;3.83
0.801;0.302;-451;643;0.735;2.51
0.802;0.266;-443;623;0.692;2.67
0.799;0.305;-445;619;0.7;3.33
0.82;0.301;-437;621;0.658;2.43
0.82;0.264;-437;639;0.657;2.48
0.773;0.384;-695;733;15.5;10.1
0.943;0.455;-570;715;3.67;10.1
0.72;0.5;-659;690;2.77;5.74
1.29;0.577;-431;584;0.406;0.906
0.302;0.0384;-646;665;3.89;68.5
0.613;0.198;-616;759;2.69;6.42
0.607;0.123;-522;740;1.3;9.02
0.267;0.298;-657;716;6.38;8.66
1.05;0.68;-598;544;34.1;1.62
0.484;0.116;-588;755;7.08;26.8
1.07;0.825;-475;596;1.55;16.6
0.708;0.686;-759;651;6.04;3.23
1.39;1.35;-563;503;13.1;0.867
0.862;0.0493;-589;825;1.13;19.8
0.207;0.302;-720;660;7.9;5.12
1.16;1.2;-513;518;1.83;55.8
0.667;0.395;-516;767;1.58;1.9
1.11;0.467;-589;587;7.13;2.1
0.555;0.227;-554;761;1.78;3.88
0.648;0.392;-597;617;1.55;2.57
0.847;0.134;-624;824;1.57;11.8
0.0727;0.0121;-674;768;17.6;106
1.39;0.291;-388;557;0.31;6.26
1.78;0.489;-374;586;0.228;0.868
1.43;0.29;-402;668;0.33;1.89
3.96;3.59;-558;572;36.2;70.2
1.07;0.229;-301;629;0.241;1.19
0.99;0.15;-411;717;0.56;9.28
0.64;0.397;-604;637;3.81;5.61
1.43;1.06;-535;532;1.18;0.861
0.929;0.187;-393;633;0.473;3.86
0.603;1.6;-580;434;2.6;0.748
0.598;0.143;-540;644;1.62;7.57
1.13;0.511;-360;483;0.412;1.35
1.12;0.0677;-364;733;0.356;6.84
0.747;0.437;-463;554;0.979;2.48
0.922;0.0989;-418;740;0.551;8.04
0.709;0.583;-643;644;2.88;6.21
0.728;0.558;-624;620;2.75;9.5
1.5;1.3;-574;513;1.58;0.856
0.966;0.048;-384;708;0.445;10.1
1.06;0.0865;-328;669;0.288;7.25
0.988;0.121;-367;756;0.384;3.14
1.01;0.0743;-347;775;0.335;4.56
1.07;0.0492;-300;674;0.238;6.42
1.08;0.0342;-282;721;0.208;7.3
1.08;0.0707;-286;634;0.213;5.06
1.02;0.118;-334;752;0.307;2.66
1.44;0.199;-383;612;0.316;2.76
0.503;0.126;-696;738;4.62;13.6
0.711;0.179;-676;724;1.81;7.2
1.24;0.311;-561;651;1.11;4.08
1.31;0.225;-416;697;0.71;8.4
1.35;0.22;-423;680;0.669;7.03
1.64;0.3;-381;664;0.389;1.75
0.781;0.186;-444;674;0.753;5.68
1.17;0.66;-573;555;1.85;2
0.983;0.185;-376;655;0.427;8.87
1.04;0.159;-322;547;0.328;3.28
0.914;0.0317;-361;725;0.404;14.9
0.768;0.166;-494;683;0.896;4.13
0.782;0.185;-450;656;0.731;3.1
0.868;0.00114;-411;890;0.548;418
1.24;0.223;-561;693;0.716;3.98
0.494;0.108;-573;779;2.62;24.5
0.736;0.129;-442;726;0.753;13.8
0.862;0.109;-449;695;0.664;7.49
0.883;0.183;-419;769;0.582;2.83
0.385;0.128;-737;774;9.24;12.5
0.661;0.134;-592;731;3.48;10.2
0.865;0.585;-574;610;1.99;1.91
0.733;0.228;-503;653;1.38;4.75
1.07;0.043;-327;918;0.282;7.02
0.924;0.0703;-414;743;0.65;11
0.958;0.0743;-416;721;0.682;16
0.55;0.612;-560;558;2.7;21
0.811;0.0767;-458;769;0.881;11.2
0.836;0.0472;-444;801;0.71;26.5
2.78;0.623;-461;703;0.719;0.98
1.04;0.185;-330;634;0.296;2.26
0.992;0.158;-337;649;0.327;2.26
1.26;0.421;-567;686;1.47;3.02
0.43;1.19;-681;562;3.1;3.15
0.3;0.148;-728;754;5.73;21.5
0.478;0.535;-640;660;2.56;16.8
0.802;0.584;-616;702;2.12;4.72
0.977;0.598;-572;610;1.25;2.28
0.999;0.429;-455;614;1.06;1.8
1.1;0.342;-446;653;0.707;3.64
1.03;0.203;-368;738;0.391;1.91
0.72;0.144;-533;770;1.84;5.64
1.64;0.0351;-470;706;4.79;74.8
0.0232;0.0169;-678;724;149;78.1
0.408;0.0813;-749;797;3.95;19.6
0.531;0.0872;-500;586;48.3;261
0.53;0.184;-643;658;6.47;7.28
0.901;0.0631;-419;739;0.548;7.86
0.674;0.117;-497;744;1.19;6.04
0.55;0.483;-677;639;4.89;6.13
0.48;0.255;-587;678;2.37;4.49
0.825;0.0289;-418;812;0.613;17.8
0.787;0.19;-449;742;0.778;3.01
1.51;0.316;-530;732;0.599;9.48
0.215;0.175;-493;380;3.62;4.57
0.949;0.0847;-386;762;0.45;9.16
0.949;0.0363;-383;714;0.435;63.5
0.879;0.0864;-434;734;0.616;9.84
0.832;0.338;-426;745;0.615;1.52
0.275;0.0866;-616;750;4.29;16.5
0.895;0.0893;-410;742;0.529;64.6
0.788;0.574;-584;700;1.22;1.67
1.05;0.629;-502;625;0.691;2.44
0.79;0.349;-493;596;0.944;2.37
0.47;0.09;-636;724;2.58;27.1
1.12;0.895;-500;577;0.644;1.82
0.544;0.379;-578;688;2.23;5.44
1;0.536;-434;631;0.583;13.5
1.19;0.278;-367;553;0.333;9.14
1.02;0.784;-380;512;0.402;1.19
0.85;0.0298;-409;802;0.556;16.4
0.262;0.522;-663;618;46.2;2.97
0.3;0.476;-742;738;30.8;3.34
0.271;0.628;-690;639;7.36;74.9
0.29;0.182;-624;693;5.63;10.1
0.696;0.086;-533;659;63800;9.8
1.06;0.59;-492;561;0.77;2.08
1.07;0.615;-509;546;0.995;1.76
0.88;0.0809;-404;788;0.525;6.75
0.897;0.835;-415;446;0.598;0.865
0.916;0.572;-515;578;0.824;1.84
0.958;0.72;-503;544;0.747;1.87
1.15;1.48;-604;474;1;0.766
0.168;0.218;-712;765;9.8;7.36
0.973;0.411;-398;554;0.533;5.24
0.934;0.128;-388;726;0.457;3.83
1.16;0.286;-326;599;0.312;1.06
1.24;0.328;-311;704;0.296;4.21
0.875;0.541;-614;656;12.5;3.87
0.81;0.2;-523;722;1.94;5.16
0.821;0.499;-522;676;0.951;1.73
1.23;0.724;-570;558;2.25;1.4
1.26;0.917;-570;517;2.27;1.26
0.768;0.0587;-444;817;0.734;17.3
0.942;0.24;-380;592;0.436;4.97
1.14;0.372;-533;705;4.92;2.82
0.644;2.05;-710;673;2.23;2.35
0.532;0.482;-552;676;1.71;114
0.859;0.0657;-428;654;0.614;11.9
0.941;1.27;-643;583;1.33;0.946
2.77;2.3;-691;488;8.21;2.71
0.795;0.273;-515;765;1.31;10.7
0.848;0.491;-635;585;6.69;2.32
0.589;0.118;-706;746;5.01;12.2
0.907;1.11;-587;494;1.69;1.35
0.583;0.473;-644;622;2.26;3.27
1.56;1.39;-607;592;1.7;1.17
1.47;3.47;-599;343;0.732;0.381
0.273;0.275;-684;683;5.53;6.16
0.881;0.507;-524;534;0.92;1.62
0.633;0.363;-672;701;2.09;5.03
0.0197;0.117;-765;774;232;106
0.127;0.0539;-685;759;77.8;104
0.845;0.774;-560;504;1.16;1.2
0.387;0.318;-670;656;3.35;5.95
0.621;0.0805;-511;779;1.24;9.65
0.843;0.0352;-426;715;0.608;18.1
0.934;0.244;-400;583;0.524;6.8
0.0767;0.0176;-704;750;18.9;99
1.05;0.29;-388;620;0.518;13.1
1.29;0.267;-332;591;0.353;10.1
0.823;0.0216;-444;782;0.689;28.6
0.315;0.0398;-618;741;14.3;55.1
0.246;0.149;-689;697;6.68;10
0.991;0.0206;-372;758;0.393;55.6
0.782;0.0334;-447;733;0.726;62.1
1.03;0.196;-478;694;1.57;3.97
0.956;0.126;-378;749;0.421;3.19
1.07;0.156;-302;633;0.241;6.19
1.09;0.118;-262;699;0.177;79.9
2.03;0.0922;-555;742;25.6;10.8
1.01;0.0632;-360;830;0.362;19.8
1.06;0.078;-324;789;0.277;3.78
1.17;1.01;-493;490;0.674;1.82
0.44;0.121;-626;762;2.56;20.7
0.839;0.26;-417;653;0.594;25.8
1.05;0.528;-569;627;0.976;1.76
1.18;0.125;-317;633;0.48;5.5
0.816;0.0881;-432;702;1.16;7.19
0.518;0.102;-564;683;2.02;9.19
1.09;1.01;-404;402;0.472;0.551
0.572;0.436;-537;593;1.42;1.87
1;0.263;-369;681;0.429;26
1.17;0.241;-310;662;0.274;10
0.954;0.228;-592;783;1.12;4.41
0.715;0.217;-508;717;1.08;10.8
1.01;0.167;-368;717;0.398;29.3
0.0189;0.0407;-719;720;321;208
0.674;0.367;-638;690;2.84;4.71
0.915;0.0405;-404;856;0.503;11.4
0.937;0.0928;-409;777;0.509;23.6
0.959;0.176;-397;651;0.464;9.25
0.0882;0.0408;-728;798;25.9;53.1
0.147;0.0286;-684;828;8.99;53.4
0.00954;0.0121;-691;795;461;203
0.873;0.0668;-408;717;0.541;28.2
0.96;0.566;-592;627;1.03;1.74
0.838;0.104;-426;666;0.619;5.11
0.886;0.0116;-416;799;0.554;44.8
0.926;0.0688;-396;741;0.482;11
1.4;0.613;-457;595;17.7;1.72
1.85;1.34;-387;434;0.28;0.444
1.87;0.802;-417;510;0.461;0.822
1.36;0.356;-469;700;0.796;2.5
1.06;0.0389;-355;670;0.339;9.51
1.7;0.57;-433;610;26.1;0.982
1.08;0.356;-349;509;0.346;1.61
0.111;0.0562;-633;680;10.3;21.5
0.00112;0.00661;-741;657;1940;2650
0.58;0.578;-642;677;2.58;3.09
0.357;0.00626;-635;793;17.1;257
0.848;0.031;-422;858;0.593;16.2
0.636;0.0948;-504;688;1.18;7.94
0.154;0.036;-620;687;11.6;34.5
0.0955;0.00453;-701;734;566;371
0.753;0.117;-532;650;1.63;7.64
0.0384;0.158;-768;651;68.5;12.5
0.677;0.0725;-571;684;1.69;19
0.17;0.0969;-670;741;1070;14.9
1.02;0.126;-334;633;0.315;2.55
1.31;0.28;-431;592;0.559;1.9
0.896;0.526;-376;501;0.445;0.758
0.0502;0.0317;-579;675;20.1;3540
1.58;1.18;-449;595;2.1;22.8
0.826;0.0558;-431;763;0.636;60.3
0.864;0.0322;-423;776;0.586;31.6
0.282;0.193;-628;733;4.05;79
0.315;0.121;-566;691;18.3;10
0.88;0.0196;-408;791;0.533;26.6
0.872;0.0883;-411;682;0.546;8.28
0.883;0.0398;-415;765;0.556;119
0.949;0.0675;-398;837;0.473;1960
1.57;0.14;-331;679;0.531;3.22
0.224;0.0577;-763;767;23;36.3
0.803;0.15;-444;737;0.695;58.5
0.718;0.00728;-483;806;0.953;122
0.824;0.218;-447;638;0.706;9.46
0.818;0.00983;-406;784;0.568;47.3
0.862;0.0162;-417;777;0.568;39.9
0.278;0.201;-645;712;4.21;5.84
1.22;0.433;-499;638;1.24;1.8
0.256;0.0708;-734;828;5.93;21.5
1.11;0.094;-329;645;0.279;3.27
0.946;0.0471;-366;767;0.4;8.72
0.000565;0.025;-830;819;38700;127
0.0183;0.99;-944;719;252;3.46
0.0183;0.00585;-679;806;89.6;1120
0.151;0.027;-675;790;10.1;768
0.0411;0.0218;-801;787;50.4;226
0.813;0.174;-539;634;474;660
0.44;0.112;-640;684;2.72;20.2
0.0191;0.0201;-667;571;248;3710
1.07;0.168;-403;617;0.598;2.85
1.57;0.21;-523;709;3.72;4.04
0.963;0.607;-465;522;30.4;1.82
0.029;0.0131;-756;747;135;193
0.847;0.359;-498;618;0.862;4.36
0.773;0.208;-530;706;1.32;6.4
0.895;0.00457;-401;793;0.506;132
1.12;0.172;-488;761;0.708;4
0.595;0.437;-630;659;3.79;6.15
0.813;0.0192;-367;719;0.481;22.2
0.964;0.0017;-398;728;0.463;368
0.772;0.706;-588;559;1.34;3.06
0.677;0.207;-584;725;1.92;7.05
0.588;0.164;-627;725;2.01;9.02
1.12;0.185;-505;661;1.37;4.64
0.334;0.304;-737;700;4.97;30.3
0.779;0.0715;-477;823;0.887;13.3
0.0493;0.167;-728;674;233;181
0.856;0.00403;-428;845;0.604;402
1.36;1.33;-544;559;16;102000
0.67;0.184;-504;675;1.21;8.91
0.877;0.0197;-420;760;0.567;31.1
0.29;0.000566;-549;657;33.8;719000
0.874;0.0566;-427;853;0.588;9.07
0.217;0.0683;-658;804;10;35.4
0.246;0.102;-757;811;6.56;15.8
0.692;0.369;-489;626;1.1;3.09
0.562;0.0262;-532;763;1.65;30.9
0.784;0.127;-480;760;1.07;191
0.975;0.718;-468;501;39.2;1.87
0.85;0.00678;-426;778;0.608;98.4
1.1;0.0205;-266;670;0.181;9.73
0.928;0.0479;-413;729;0.525;16.8
0.892;0.0232;-411;724;0.537;80.6
0.909;0.179;-470;793;41100;32.9
0.63;0.3;-542;617;1.98;15.1
0.749;0.202;-454;684;0.8;9.23
0.204;0.106;-707;695;8.94;19
0.919;0.687;-400;547;0.49;0.655
0.997;0.853;-538;463;0.893;0.998
0.847;0.00677;-421;784;0.596;102
0.632;0.362;-514;611;1.26;17.6
0.912;0.0687;-400;734;0.497;33.7
0.848;0.0158;-387;778;0.498;26.8
0.974;0.0187;-405;782;0.48;136
0.441;0.112;-660;761;5.39;272
0.869;0.0507;-418;782;0.566;9.96
0.834;0.0102;-429;841;0.627;65.6
0.877;0.00749;-407;771;0.534;110
0.878;0.0059;-410;681;0.539;204
0.233;0.025;-550;784;116;35.8
0.000912;0.0454;-654;771;1530;830
0.0286;0.768;-702;655;320;3100
0.22;0.608;-652;529;11.9;2.3
0.0972;0.104;-715;677;140;66.9
0.189;0.668;-644;565;20.1;1.79
0.259;0.0444;-648;734;5.75;46.7
0.143;0.222;-789;724;29.8;151
0.0956;0.0415;-794;784;48.4;82.3
0.654;0.409;-508;609;1.32;3.17
0.954;0.0574;-368;745;0.401;7.74
0.994;0.00834;-356;814;0.379;58.4
0.861;0.0173;-415;817;0.563;37.5
1.22;0.115;-252;677;0.147;5.33
0.848;0.0215;-432;788;0.623;95.1
0.836;0.0714;-428;846;0.618;7.24
1.16;0.147;-276;630;0.185;13.1
0.00676;0.00369;-817;812;603;614
0.00378;0.276;-797;746;497;271
0.0744;0.243;-775;780;553;7.49
0.928;0.0374;-374;745;0.427;18.7
0.761;0.0408;-454;739;0.778;20.2
0.0738;0.408;-676;692;21.3;92.2
0.717;0.0561;-659;723;2.48;28.3
0.674;0.337;-479;651;1.22;6.68
0.401;0.0952;-618;736;17.8;2690
0.0207;0.0151;-696;767;91.2;173
0.971;1.1;-692;679;3.7;201
0.103;0.0715;-692;718;13.1;33.2
0.992;0.0462;-377;751;0.405;8.69
0.997;0.0357;-377;853;0.402;15.4
0.0772;0.331;-675;673;81.6;3.93
0.248;0.00314;-617;757;4.34;342
0.378;0.00875;-608;720;2.89;1010
0.863;0.0175;-422;776;0.584;53.9
0.847;0.71;-488;502;1.11;1.52
1.15;0.193;-382;621;0.534;2.38
0.998;0.409;-448;553;1;6.79
0.872;0.092;-410;714;0.546;38.8
0.0247;0.179;-763;774;69.1;16.4
0.0302;0.156;-895;779;1390;21.5
0.91;0.276;-609;743;1.23;8.18
0.512;0.0509;-720;764;14.9;37.9
0.743;0.125;-490;700;1.12;8.54
0.478;0.191;-636;692;163;600
0.16;0.0649;-719;748;54.1;1170
0.0126;0.00551;-758;752;340;935
0.751;0.232;-567;690;4.38;27.5
1.03;0.394;-558;744;0.851;2.22
0.36;0.227;-773;797;28.9;9.25
0.536;0.655;-748;745;32.4;51.2
0.342;0.127;-658;761;4.3;13.8
0.938;0.138;-511;750;2.48;8.47
0.486;0.343;-593;656;4.37;2040
0.766;0.491;-579;618;5.4;270
0.389;0.188;-769;822;21.3;9.48
1.1;0.475;-529;651;0.72;2.05
0.173;0.164;-676;702;8.1;20.3
0.486;0.511;-672;584;2.86;3.78
0.0559;0.028;-776;930;420;60.6
0.4;0.317;-621;602;15.1;7.26
0.636;0.588;-651;683;1.88;2.03
0.052;0.0497;-719;747;143;63.6
0.445;0.139;-751;729;4.03;66.6
0.512;0.098;-592;708;2.07;52.3
0.017;0.152;-689;712;502;119
0.153;0.109;-767;735;11.6;67.9
0.165;0.16;-697;677;9.85;14.5
1.01;0.0227;-363;913;0.37;16.4
0.386;0.111;-640;744;3.79;17.6
0.184;0.503;-710;618;12.7;9.39
0.667;0.0192;-501;791;1.08;1560
0.156;0.0427;-740;860;20.8;39.7
0.89;0.0463;-407;753;0.523;10.5
0.321;0.268;-700;677;10.3;51.7
0.98;0.0275;-372;764;0.403;18.4
1.14;0.314;-552;671;6.86;3.34
0.444;0.156;-645;693;4.44;21.9
0.626;0.116;-584;747;1.85;10.7
0.297;0.0343;-749;786;71.2;56.7
0.177;0.128;-690;688;17.7;76.9
0.897;0.322;-552;582;1.39;2.83
0.712;0.0305;-418;744;0.723;23.9
0.905;0.00625;-406;772;0.515;76.9
0.887;0.133;-399;709;0.51;3.5
0.903;0.0263;-414;807;0.535;46.3
1.01;0.686;-521;543;1.03;2.84
0.849;0.0194;-418;873;0.581;28.2
1.02;0.161;-509;651;2.32;6.76
0.873;0.0244;-414;805;0.553;70.7
0.406;0.0881;-565;602;3.51;37.9
0.804;0.165;-422;726;0.625;3.2
0.818;0.155;-412;699;0.585;3.6
0.745;0.00659;-461;747;0.804;2060
0.745;0.359;-490;602;1.12;4.28
0.46;0.0517;-597;734;2.69;19.6
0.93;0.159;-374;695;0.439;6.39
0.815;0.347;-444;652;0.729;3.32
0.954;0.0305;-379;744;0.425;79.8
0.108;0.131;-713;779;29.1;16.7
0.493;0.486;-681;708;2.65;2.69
1.35;0.361;-551;704;0.64;2.65
0.464;0.0352;-690;779;4.16;43.8
0.459;0.0136;-571;823;2.46;938
0.776;0.0797;-594;706;3.01;13.6
0.264;0.315;-655;598;307;2940
0.171;0.223;-675;679;10;12.7
0.687;0.103;-504;753;1.8;28.3
0.016;0.181;-808;713;446;35.3
0.042;0.213;-795;730;43.5;8.48
0.411;0.295;-636;733;79;3.89
0.186;0.233;-772;738;23.5;34.8
0.412;0.747;-771;744;4.07;2.24
0.0204;0.126;-795;745;164;2490
0.321;0.165;-658;686;21200;391
0.65;0.427;-705;666;3800;3.96
0.162;0.255;-705;663;286;6.84
0.00431;0.306;-741;672;689;8.73
0.0157;0.183;-710;659;5480;10.5
0.0272;0.281;-838;706;6710;18
0.122;0.281;-755;683;19.5;54.5
0.763;0.336;-562;641;174;4420
0.809;0.0252;-432;801;0.651;32.7
0.824;0.117;-433;657;0.648;4.71
0.735;0.526;-501;584;1.2;2.67
0.943;0.0491;-372;742;0.415;12.5
0.96;0.0279;-413;754;0.5;20.9
0.92;0.0605;-385;744;0.454;9.78
0.851;0.0173;-386;786;0.494;24.4
1.05;0.0908;-289;642;0.225;90.9
0.975;0.188;-380;602;0.417;12.7
0.937;0.181;-397;632;0.475;8.28
0.882;0.336;-414;754;0.55;693
0.222;0.0586;-676;717;7.06;326
0.994;0.0721;-367;758;0.385;6.89
0.618;0.399;-518;607;1.41;18.1
0.63;0.0515;-618;864;1.78;41.2
0.00499;0.0658;-746;745;776;1990
0.038;0.0428;-851;772;527;243
0.0623;0.106;-784;811;228;40.3
0.858;0.158;-405;703;0.54;23.4
0.205;0.745;-717;647;9.53;17.8
1.37;0.633;-535;639;16.7;1.89
0.945;0.00257;-415;747;0.519;9300
1.16;0.214;-304;524;0.229;1.72
0.895;0.0151;-413;740;0.537;828
1.06;0.0459;-279;622;0.208;154
0.8;0.0196;-440;738;0.689;43.4
0.944;0.0705;-380;779;0.431;7.11
0.161;0.164;-715;746;8.92;8.76
1.57;0.235;-468;810;0.394;2.63
1.1;0.177;-489;612;2.22;5.36
0.947;0.0868;-397;771;0.471;5.2
0.895;0.0198;-407;810;0.521;23.6
0.937;0.0419;-386;701;0.451;38.5
0.857;0.00925;-429;786;0.609;78.3
0.867;0.0693;-423;883;0.581;9.56
0.82;0.0279;-443;752;0.685;1130
1;0.156;-674;708;1.34;39.8
0.809;0.133;-629;713;3.05;17.5
0.971;0.175;-363;743;0.383;2.12
0.904;0.122;-406;745;0.514;14.7
0.828;0.0203;-430;809;0.638;34.4
0.0566;0.106;-780;782;32.7;30.4
0.0251;0.101;-730;757;460;353
0.015;0.123;-712;650;16700;26500
0.284;0.102;-740;843;5.43;15.1
0.145;0.0208;-592;766;10.1;144
0.83;0.0268;-419;782;0.6;75.3
0.558;0.0983;-560;698;51.9;427
0.219;0.0191;-676;844;5.97;72.1
1.79;0.543;-525;676;0.494;1.49
1.63;0.522;-517;680;0.497;1.54
0.877;0.218;-415;614;0.555;4.14
0.958;0.0238;-383;783;0.433;52.7
1.11;0.0755;-346;666;0.304;6.85
0.709;0.307;-513;629;1.35;4.27
0.0012;0.0647;-809;728;2520;43.1
0.944;0.00882;-389;802;0.452;52.1
0.914;0.0409;-382;738;0.458;37.4
1.1;0.542;-626;660;4.6;13.4
0.926;0.028;-468;714;1.09;82.9
0.0217;0.124;-787;765;148;26.2
0.876;0.215;-415;615;0.557;4.24
0.73;0.101;-453;646;0.812;7.4
0.708;0.321;-606;693;4.68;7.38
1.39;0.419;-511;638;0.576;5.27
0.893;0.116;-439;685;0.611;216
0.85;0.0478;-424;839;0.601;58.1
0.0474;0.399;-819;757;125;26.3
0.0282;0.0969;-709;714;50.2;14.6
0.277;0.0578;-750;775;18;84.2
0.231;0.107;-681;826;15.8;17.8
0.198;0.161;-724;705;9.76;10.4
0.884;0.0293;-433;824;0.598;20.3
0.922;0.0415;-396;765;0.479;17
0.179;0.273;-784;819;10.5;6.59
0.169;0.127;-716;815;17.1;13
0.406;0.238;-714;666;6.39;52.6
0.664;0.0354;-643;761;508;168
0.00889;0.0796;-765;800;1160;33.6
0.48;0.483;-607;587;2.21;2.36
0.775;0.0394;-431;783;0.688;16.7
0.00713;0.0194;-803;791;255;93.8
0.988;0.00642;-415;777;0.493;91.4
0.126;0.112;-730;776;40.1;14
0.62;0.137;-571;655;70.8;567
0.763;0.252;-430;578;0.684;2.07
0.65;0.184;-564;592;1.4;4.98
0.729;0.187;-438;606;0.862;3.1
0.123;0.0579;-764;767;18.4;92.9
0.457;0.0407;-633;795;3.19;29.7
0.907;0.0916;-407;777;0.516;6.11
2.39;1.82;-533;594;0.589;0.601
0.404;0.0514;-688;744;367;5130
0.267;0.0357;-662;771;9.82;50
0.203;0.218;-659;676;6.6;6680
1.1;0.52;-475;522;0.62;1.73
0.622;0.415;-484;553;1.1;2.58
0.696;0.0328;-478;884;0.929;1060
0.57;0.947;-749;692;5.61;34.8
0.848;0.0136;-427;791;0.611;65
0.129;0.039;-666;646;12.2;47.6
0.918;0.18;-566;766;7.88;13.6
0.118;0.107;-720;764;15.3;18.2
0.00106;0.000131;-854;788;2130;15700
0.332;0.0624;-627;719;4.88;18.6
0.057;0.0252;-738;766;603;173
0.178;0.0677;-757;807;9.09;23.9
0.394;0.408;-622;603;2.9;3
0.205;0.119;-767;777;9.54;27
0.093;0.322;-771;714;27.5;7.13
0.0584;0.045;-738;771;44.9;116
1.12;0.348;-569;599;0.907;3.18
0.00646;0.016;-819;695;922;461
1.1;0.0922;-366;695;0.397;4.17
0.903;0.0106;-390;769;0.475;73.5
0.258;0.63;-697;678;27.8;3.77
0.0227;0.571;-783;775;75.9;3.03
0.577;0.0774;-627;721;2.5;53.1
0.924;0.0388;-401;817;0.491;11.7
0.891;0.0901;-408;755;0.531;6.06
0.855;0.0217;-418;847;0.578;24.5
1.11;0.0848;-312;719;0.251;4.14
0.868;0.0749;-415;736;0.558;6.52
1.08;0.0789;-329;731;0.288;6.47
0.873;0.0943;-413;802;0.554;883
0.00062;1.32;-918;590;6600;47.1
0.914;0.00244;-374;813;0.432;166
0.896;0.0246;-395;769;0.491;426
0.834;0.0106;-396;774;0.53;41.8
0.835;0.0122;-386;763;0.503;34.5
0.226;0.541;-665;590;10.7;10.1
1.06;0.0791;-313;729;0.266;4.62
1.03;0.0762;-328;736;0.3;6.33
0.129;0.118;-632;597;9.2;18.1
0.0452;0.424;-749;639;50.2;3.75
0.0114;0.168;-769;746;4020;92.6
0.904;0.0307;-384;779;0.462;16.2
0.311;0.164;-618;681;5.18;13.6
0.438;0.121;-614;696;5.82;37.6
0.56;0.0566;-549;668;2.44;45.4
0.315;0.27;-666;716;10.2;8.29
0.724;0.001;-462;715;0.832;2720
0.742;0.00231;-460;787;0.805;538
0.845;0.0207;-417;828;0.582;27
0.147;0.027;-763;809;11.6;61.1
0.94;0.077;-359;743;0.398;6.58
1.55;0.738;-601;595;53.4;44.2
0.872;0.137;-377;652;0.461;4
1.06;0.503;-566;634;2.93;2.11
0.761;0.72;-644;602;5.2;4.46
0.963;0.0674;-372;700;0.406;8.14
1.11;0.319;-281;461;0.202;3.23
0.522;0.115;-586;692;4.08;25.9
0.421;0.0415;-542;747;2.02;52.4
0.364;0.0513;-599;745;2.88;19.8
0.859;0.0401;-428;814;0.601;17.6
0.843;0.0439;-430;761;0.62;14.9
0.00865;0.0846;-744;762;224;47.3
0.0948;0.183;-694;750;1130;9.74
0.371;0.474;-672;738;7.67;21.2
0.945;0.0227;-378;788;0.428;39.6
0.463;0.337;-525;583;1.68;22.6
0.886;0.0164;-426;782;0.581;181
0.88;0.0633;-447;792;0.668;11.2
0.599;0.207;-681;733;2.54;10.5
0.409;0.0492;-544;758;2.09;35.4
0.995;0.0226;-399;751;0.453;26.9
0.844;0.667;-560;600;7.84;40.9
0.159;0.168;-671;681;1440;186
1.12;0.198;-324;578;0.272;3.35
0.000328;0.0286;-831;775;7350;134
0.977;0.0112;-397;764;0.463;39.9
0.631;9.44E-05;-482;759;1.1;33700
0.945;0.00618;-382;714;0.436;368
0.0155;0.158;-774;760;7180;153
0.825;0.179;-614;708;663;40.9
0.504;0.172;-623;796;2.57;95.8
1.03;0.225;-328;507;0.308;1.38
0.271;0.0654;-599;627;4.03;30.4
0.497;0.00418;-512;748;1.96;376
1.09;0.0245;-294;753;0.237;22.2
0.884;0.0956;-397;661;0.503;4.65
0.724;0.0196;-294;696;0.337;15
0.733;0.0508;-439;699;0.739;10.7
1.01;0.00754;-372;748;0.394;74.5
0.738;0.124;-490;633;1.02;7.17
0.0118;0.0173;-543;719;101;53.9
0.869;0.0219;-426;794;0.591;33.2
0.115;0.0449;-627;755;570;110000
0.00615;0.0184;-746;829;257;86.7
0.699;0.0849;-454;752;0.857;9.16
0.548;0.0576;-587;710;7.76;21.5
6.12E-05;0.00446;-678;797;335000;1310
0.26;0.162;-551;685;52.5;352
0.0194;0.00409;-686;643;68.3;324
0.48;0.0152;-564;761;2.69;109
0.872;0.0427;-404;736;0.529;357
0.00399;0.627;-762;620;410;2.61
0.854;0.108;-498;745;2.45;590
1.08;0.361;-312;484;0.256;0.768
1.05;0.289;-303;602;0.247;0.901
1.05;0.173;-325;622;0.285;1.72
0.434;0.165;-580;742;2.53;6.32
0.512;0.0682;-537;765;1.61;26.3
0.898;0.128;-453;664;0.982;8.55
1.07;0.182;-251;615;0.17;10.8
0.886;0.119;-418;788;0.557;4.16
1.01;0.0268;-380;790;0.403;23.6
1.01;0.0507;-379;744;0.4;9.22
0.946;0.0265;-381;778;0.436;15.6
0.881;0.0783;-408;703;0.54;8.32
0.868;0.0595;-419;787;0.571;44.3
1.07;0.00314;-404;775;0.434;159
0.828;0.103;-433;683;0.664;6.39
0.805;0.258;-475;699;0.87;2.52
0.912;0.0136;-425;859;0.557;37.4
1.01;0.0572;-390;759;0.424;8.11
0.958;0.172;-405;692;0.481;5
0.899;0.147;-397;723;0.495;6.13
1.07;0.0129;-408;702;0.442;208
1.2;0.277;-362;613;0.401;32.5
1.08;0.262;-397;661;0.626;2.74
0.661;0.117;-494;712;1.04;6.98
0.666;0.137;-489;694;1.01;6.01
0.679;0.0206;-492;756;1.01;1490
1;0.215;-463;699;1.69;2010
0.187;0.135;-728;755;15.6;22
